stage_name  , full_name                  , birthdate  , group_name     , country    , second_country      , birthplace
Yeosang     , Kang Yeosang               , 1999-06-15 , ATEEZ          , South Korea,                     , Incheon
Yeoun       , Lee Kyeongbin              , 1997-09-03 , ARGON          , South Korea,                     , 
Yeram       , Yang Yeram                 , 2000-03-31 , Astin          , South Korea,                     , 
Yesung      , Kim Jongwoon               , 1984-08-24 , Super Junior   , South Korea,                     , Seoul
Yewang      , Seo Yewang                 , 2005-03-12 , EPEX           , South Korea,                     , 
Yibo        , Wang Yibo                  , 1997-08-05 , UNIQ           , China      ,                     , 
Yijeong     , Jang Yijeong               , 1993-09-10 , HISTORY        , South Korea,                     , Jinju
Yixuan      , Zhou Yixuan                , 1990-12-11 , UNIQ           , China      ,                     , 
Yoel        , Kim Yoel                   , 2001-01-25 , AIMERS         , South Korea,                     , Seoul
Yohan       , Kim Yohan                  , 1999-09-22 , WEi            , South Korea,                     , 
Yonggeun    , Jo Yonggeun                , 1995-01-23 , D1CE           , South Korea,                     , 
Yongguk     , Bang Yongguk               , 1990-03-31 , B.A.P          , South Korea,                     , Incheon
Yongha      , Yoo Yongha                 , 1999-01-11 , WEi            , South Korea,                     , 
Yonghee     , Kim Yonghee                , 2000-02-17 , CIX            , South Korea,                     , 
Yonghoon    , Jin Yonghoon               , 1994-08-17 , Onewe          , South Korea,                     , 
Yonghwa     , Jung Yonghwa               , 1989-06-22 , CNBLUE         , South Korea,                     , Seoul
Yongseok    , Kim Yongseok               , 1993-01-08 , CROSS GENE     , South Korea,                     , Seoul
Yongseok    , Choi Yongseok              , 1996-05-23 , CHECKMATE      , South Korea,                     , 
Yongseung   , Kim Yongseung              , 2000-06-17 , Verivery       , South Korea,                     , 
Yoochun     , Park Yoochun               , 1986-07-04 , JYJ            , South Korea,                     , Seoul
Yoojun      , Jun Yoojun                 , 1995-07-26 , D1CE           , South Korea,                     , 
Yoojun      , Jung Gun                   , 2000-12-27 , BAE173         , South Korea,                     , 
Yoojung     , Lee Taeyeop                , 1997-05-19 , OnlyOneOf      , South Korea,                     , 
Yoon        , Kang Seungyoon             , 1994-01-21 , WINNER         , South Korea,                     , Busan
Yoonbin     , Ha Yoonbin                 , 2000-12-11 ,                , South Korea,                     , 
Yoonsan     , Yoon Sanghyuk              , 1994-08-22 , HOTSHOT        , South Korea,                     , 
Yoonsung    , Cho Yoonsung               , 2003-11-13 , 8TURN          , South Korea,                     , Seoul
Yoonwoo     , Lee Choonghyun             , 2000-08-28 , TRENDZ         , South Korea,                     , 
Yoosung     , Jeong Yoosung              , 1992-10-08 ,                , South Korea,                     , 
Yorch       , Yongsin Wongpanitnont      , 2002-04-11 , POW            , Thailand   ,                     , Chiang Muan
Yoseob      , Yang Yoseob                , 1990-01-05 , Highlight      , South Korea,                     , Seoul
Yoshi       , Kanemoto Yoshinori         , 2000-05-15 , Treasure       , Japan      ,                     , Kobe
You         , Kim Taeyou                 , 1999-11-17 , ABLUE          , South Korea,                     , 
Young K     , Kang Young-hyun            , 1993-12-19 , DAY6           , South Korea, Canada              , 
Youngbin    , Kim Youngbin               , 1993-11-23 , SF9            , South Korea,                     , 
Youngbin    , Jeong Youngbin             , 1998-10-05 , Luminous       , South Korea,                     , Seongju
Youngbin    , Lee Youngbin               , 2001-11-23 , BLANK2Y        , South Korea,                     , 
Youngho     , Noh Youngho                , 1993-03-24 , SIGNAL         , South Korea,                     , 
Younghoon   , Kim Younghoon              , 1997-08-08 , The Boyz       , South Korea,                     , 
Youngjae    , Yoo Youngjae               , 1994-01-24 , B.A.P          , South Korea,                     , Seoul
Youngjae    , Choi Youngjae              , 1996-09-17 , GOT7           , South Korea,                     , Mokpo
Youngjae    , Choi Youngjae              , 2005-05-31 , TWS            , South Korea,                     , 
Youngmin    , Jo Youngmin                , 1995-04-24 , Boyfriend      , South Korea,                     , Anyang
Youngmin    , Lim Youngmin               , 1995-12-25 ,                , South Korea,                     , Busan
Youngseo    , Ryu Youngseo               , 2002-06-13 , BAE173         , South Korea,                     , 
Youngwoong  , Cho Youngwoon              , 1999-05-01 , 14U            , South Korea,                     , 
Yubin       , Jang Yubin                 , 2004-06-10 , Mirae          , South Korea,                     , 
Yugyeom     , Kim Yugyeom                , 1997-11-17 , GOT7           , South Korea,                     , Namyangju
Yujin       , Han Yujin                  , 2007-03-20 , ZEROBASEONE    , South Korea,                     , Yongin
Yujun       , Jung Yujun                 , 2005-10-05 , xikers         , South Korea,                     , Incheon
Yuku        , Amanumu Yuku               , 2002-05-12 , DKB            , Japan      ,                     , 
Yungyu      , Lee Yungyu                 , 2005-11-07 , 8TURN          , South Korea,                     , 
Yunho       , Jeong Yunho                , 1999-03-23 , ATEEZ          , South Korea,                     , Gwangju
Yunmin      , Yun Min                    , 2001-02-26 , Newkidd        , South Korea,                     , 
Yunseo      , Ji Yunseo                  , 2004-10-15 , EVNNE          , South Korea,                     , Mapo
Yunseong    , Hwang Yunseong             , 2000-10-30 , DRIPPIN        , South Korea, Seoul               , 
Yunsung     , Hwang Yunsung              , 1996-03-19 , Romeo          , South Korea,                     , 
Yuta        , Nakamoto Yuta              , 1995-10-26 , NCT            , Japan      ,                     , Osaka
Yuto        , Adachi Yuto                , 1998-01-23 , PENTAGON       , Japan      ,                     , 
Yuvin       , Song Yuvin                 , 1998-04-28 , B.O.Y          , South Korea,                     , 
YY          , Kim Moonyong               , 1991-08-30 , UNVS           , South Korea,                     , 
Z-UK        , Jeong Jaewook              , 1993-01-27 , WE:A           , South Korea,                     , 
Zayyan      , Muhammad Rifki Fahri Zayyan, 2000-02-23 , XODIAC         , Indonesia  ,                     , Tangerang
Zelo        , Choi Junhong               , 1996-10-15 , B.A.P          , South Korea,                     , Mokpo
Zero        , Nasukawa Shota             , 2003-01-20 , T1419          , Japan      ,                     , 
Zhang Hao   , Zhang Hao                  , 2000-07-25 , ZEROBASEONE    , China      ,                     , Fujian
Zhou Mi     , Zhou Mi                    , 1986-04-19 , Super Junior-M , China      ,                     , Wuhan
Zico        , Woo Jiho                   , 1992-09-14 , Block B        , South Korea,                     , Seoul
Ziu         , Park Heejun                , 1997-06-16 , VAV            , South Korea,                     , 
Zuho        , Bae Juho                   , 1996-07-04 , SF9            , South Korea,                     , 
